receipt_id,token_in_address,amount_in,token_out_address,transaction_signer,day
8KxhEM6bpEKuR2nfVcnRSvkjbbYB7CskQjCAVBEw5BvY,aaaaaa20d9e0e2461697782ef11675f668207961.factory.bridge.near,20000000000000000000,wrap.near,fetus-squid.near,30-08-2022
7S5VSJ3YiS9Z3vLpvnYDsbsx4qnkJmGVe1Dz1wgrTrbM,token.v2.ref-finance.near,107437000000000000000,wrap.near,jreive.near,30-08-2022
98Anh3D26hjKNbHLnhyqGjVtFYhe3PNq2o5tVH1xf2nj,wrap.near,19280924641068006908975879,token.pembrock.near,test_near.near,30-08-2022
H8uEDSksQTFuyioFjfpVAC1UV1EkBT39EM4q2DEu5FTq,token.v2.ref-finance.near,428997000000000000000,wrap.near,jreive.near,30-08-2022
FvUrNac7Pi7RYzp57trDPC5YeSR7dVz99c2JZzhbeBsE,aurora,542378010000300499,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
EELibr41Q6BByPpw1ATCuDjdftR3FwLLALT9UURis7eZ,aurora,262801664148499550,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
89e9tCEjZLtDs6QYEXTWy2WP3PgqNaFrrrL3Rbstbo8V,f5cfbc74057c610c8ef151a439252680ac68c6dc.factory.bridge.near,430904000000000000000,wrap.near,jreive.near,30-08-2022
5Qcd1V5JCLhVNNorh6M8HA3ZGf1RNvomn3jYYvoiGtfC,token.v2.ref-finance.near,322749000000000000000,wrap.near,jreive.near,30-08-2022
EogGAe4tt2c9WEQWXx3k74sEqKFKw1LNYkycPtKo57Q3,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,1249879089,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
DKo4jvFap8CEDEd3rduWdmVr6MKp9r8ZSh855i1Z96U5,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,624926479,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
3J2suaF9rh641FA4PDgZUTCPgtWc9xDNMESsExg4mS12,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,604652,wrap.near,boobs.zudwa.near,30-08-2022
C7XaCfqE2PEvFWpkNFRukkzT2a9B9HGAq1cwuk4hdBxL,aurora,262418631420446530,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
7H6BwVxbhp43vwpAC9XdK6L6WgpkPe2b9Si3Mgg9UdoW,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,277000000,wrap.near,tylertran.near,30-08-2022
2cZ5m16xEZUDAujqiuPyxpuDGiNMTnjefPittN5ahfkS,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,2499485,wrap.near,resetme.near,30-08-2022
AUxKfbHuLbPVtVBJPmEpo5xrgeBjHMAGeMUhnniUvaYR,aurora,262222456448662980,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
F74po2d9ut2ziWfwfeZ2Uc1jBxKFdMsPNq58v6W5yLah,token.v2.ref-finance.near,107139000000000000000,wrap.near,jreive.near,30-08-2022
5zeSxQqTjr28oMkmxSgJYv2iwQegAWF59AFEKttQFtzw,f5cfbc74057c610c8ef151a439252680ac68c6dc.factory.bridge.near,214908000000000000000,wrap.near,jreive.near,30-08-2022
F59jryCWXB1EbNC72t55Q7LqRb6VeP3WRCWexJSiai1E,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,624326991,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
9Qcv5nkcimpy6CmNystP4UeDtFkc5Q1KUtZ2edXnogjD,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,1248080772,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
8E9EYVDUwd653AxD9ccYbG8fmMcMqNyQhTXnz8nXtLnr,wrap.near,4999999999999938175959040,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,billiondollars.near,30-08-2022
2TyNbCCrc4WNyDXRYC1Fd55XxxKYPhMnHWUUAuvph2a9,aurora,262087356970724100,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
CLY3jRuGMGVZGbpXvLyNm9VdiqmuEk523mhnrFcQKoSs,token.v2.ref-finance.near,213662000000000000000,wrap.near,jreive.near,30-08-2022
38nk6Fgbsv15M1FJTihaX1q2SMBHHFCALn3DmauW7JqE,f5cfbc74057c610c8ef151a439252680ac68c6dc.factory.bridge.near,429752000000000000000,wrap.near,jreive.near,30-08-2022
UKQa68aBLLR4zmxrYCA7o3Z9tTAqXipmhZDWEcsY1AK,token.paras.near,455400000000000000000,wrap.near,paypass.near,30-08-2022
7LcvHX3V1zo6s7dDEpsNDw9Xhubja3Esr61GU6y4Chpi,wrap.near,13558244845550484000000000,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,9e674d8c4f93884de03fc009e2230e32fb11e99832a00de2f0df051e7158f703,30-08-2022
4SzAwTku9NMf8XviEfzn4p2yENJJjB6HAnWFWHocMhNB,aurora,261969781589216740,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
2PzEByrYsZ7gkTDuY7v8eHEn2GigJYcQWo6gY8WqTYeF,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,623128090,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
8cWQc2HWPmervqoExAdV1fbYULthQVz9GmWZ16w99vZ5,aurora,327928809999113141,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
6FezSJUkfbAywLXNeWYJQ4MJGgWqBFYoXZqJfySCcvBP,token.v2.ref-finance.near,107272000000000000000,wrap.near,jreive.near,30-08-2022
CE3dMYj9RJym4NS7D3FppyfZ85a1idafkuDbmRuKjR12,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,1599840015,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
DSP2X8AFqRVWuuFjcRMuFh1KTop1sp1ppGK6pDhetcsA,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,622378773,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
GRE53NWraFJAiTRZm4osAP7ZeiSvzqFhxRD6Bcspy7ci,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,1244783659,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
RpZRdLFGP3QF1MbzD2Rsz2rK7W5JLB72uj6jjHF7hXG,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,2370000000,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
FjSbDWaKFZNLM6gmg7dhoTtLTq2jAxcYXs1F9EvXiBdQ,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,583563,wrap.near,boobs.zudwa.near,30-08-2022
J6DHRA5e7WRWj18wewurM9oKDLfRKa7gjgHmxML1aXJF,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,395000000,wrap.near,tylertran.near,30-08-2022
7VfxSY7bF5kLrbHyaQYWpqCNNa6BTUXfGrpMMqv23YGV,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,619570,wrap.near,resetme.near,30-08-2022
CyWSPwA9rofDRyegN3PsM2Bp6dffmE3B6sxhnpnZVMTe,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,719928007,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
3teMBVzD3xBP4p5Ay7XQaU1GfFqLj8ANNcrGyHy6B1Dk,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,603969,wrap.near,boobs.zudwa.near,30-08-2022
31d3wm1rfUDhR5fUAdcD5rEQCm4p5CGr53bZvxEfPCKE,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,2495652,wrap.near,resetme.near,30-08-2022
BpsZypDHKgyxtSxx37sKne665VsVuMH5XLMjxaJMSCVt,token.v2.ref-finance.near,107073000000000000000,wrap.near,jreive.near,30-08-2022
3b2oKt2LebWcJkxnAXc34wewAjFgYsQpt8vn8W6XekYP,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,603526,wrap.near,boobs.zudwa.near,30-08-2022
5p54GpL1jvGYaoYSDPZGxczo1cqo4PvPfeMfYng7voWG,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,2493650,wrap.near,resetme.near,30-08-2022
34rGJeUVYpGhFjSkUTL6WD96zuTwqu9hjPBUNpKPxWar,token.jumbo_exchange.near,26503270769599357861,wrap.near,8117b661210cb92918f916631fd636528ca301fc56e20d5be9c316d6f833fbd5,30-08-2022
7CfLBoVMFAuxQ4b13Y4R1TzaKNhahexc9d8eTMB7sawP,aurora,261778990028925860,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
AhYWtqnY7U1mhNvJQDTswsuuhYJTDeyCSaTXrCicN75C,wrap.near,5392742957031249000000000,token.pembrock.near,8117b661210cb92918f916631fd636528ca301fc56e20d5be9c316d6f833fbd5,30-08-2022
JAKuFKh4mjT9odvXBhPQ7nfBRfwdMvJKizJJitnsgsPA,aurora,261674772512703330,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
9opUudQtFQsbMpx3F7wH2ow5AQHgJN5X88LB6omivzpM,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,1205611,wrap.near,boobs.zudwa.near,30-08-2022
8BjpTqFQKTJjwDiCDcuYibpPERCoCca2qXEts9NYZPff,token.paras.near,2970899999999999868928,wrap.near,paypass.near,30-08-2022
CfksrkwUWP4kXGwWTCTaZbzPhe1QDY336zAKKaue9Qox,aurora,878373680001030143,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
CJtxjqCkWGMPPcVAR2Ca643dcgYAxgSf4kQJkwqyJgc,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,618283,wrap.near,resetme.near,30-08-2022
7sfG6C1oVBhLBgqnwjQXkuia14TXC8XHVjNYPGwXw6vv,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,1239987974,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
CnRhYnoXyQ9YzMNwd7CQYPWRu94U5xg4DaCFtJPBEYTE,aurora,261081084855581200,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
Duu6PZvz1FhqBGd965eKmkizNWKWqeMJSRfY9hQEApWC,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,1680000000,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
H5dbktexzfDZWvvTMSmesVrLNBSykNi57j8vQAPjUNj7,sol.token.a11bd.near,19940999994000000000000000,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,tylertran.near,30-08-2022
4eRHAiotvCL7rzcoqyCowFi1h6nSQJ8z9L6v58g4bbgq,wrap.near,20520580332459925500000000,aurora,22cbf9172b7207e2e68321cccccaea12df30dff16e741892ca159736ec5bb9b0,30-08-2022
5LVVgWjTL1hrrM8Zaj2Th4F3va56BAAVdL1sEu1bkET9,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,2500708,wrap.near,resetme.near,30-08-2022
6mheo31VA5s8WjQoZn4Xx4pU8j641J6TgpUgDpQCjQGU,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,1279539,wrap.near,one-one.near,30-08-2022
8UFabZcRvkpJj4tY7ShTXbRbQZgcRFdYT6j6epsrJF4b,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,1815408,wrap.near,boobs.zudwa.near,30-08-2022
6cYMtyikzZusUhSi3kuRthiHvJtQCb9h57URRjk2rEA9,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,5166876658,aurora,scrubbah.near,30-08-2022
BX3Fio9b8TzL3H8HDMLnkxE5gmb6FRu7CjqNrjNtv4pR,token.v2.ref-finance.near,10955493926102395574,wrap.near,05ab7eff8146b872b831de3e084551c532e18f1a64159bb3a6ee6c6960ff7731,30-08-2022
2D5q6Bg5HTY4mY5vNQM6t26XEntd76Ugb4B5s5QFimiD,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,149999999,wrap.near,mullerov33.near,30-08-2022
7MUBEnW2bhd3V66cMFpee8b6x4JezG391pW5zv3x4N1B,wrap.near,185318892900120336943441636,aurora,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
BibM3nxvsG5u4CES5RJh5tcebcfoTNSaBRu1iYxsgHj1,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,130000000,wrap.near,ziyod.near,30-08-2022
6mfECpnFHgPQ1N7VtQaa2KHxxXXpoEyjSNmtMVEEXry8,token.v2.ref-finance.near,36754006038619743097,wrap.near,960390f1cfc00c5dab00e5a6b148d8105b999b796d7b94b948f588f42fbcd1f1,30-08-2022
EBT9BJQuXozWNhBuKH2wRGLNar4XVTh1QxuwowqiJuoe,wrap.near,100000000000000000000000000,aurora,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
3MQb1VcqfVvTWhzWDcBa6BfvmLnhvbdYjaqx7gAs3qbo,wrap.near,247894103489771359807460890,aurora,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
Fpf4u26RkNA43jfsaU5evHPitWJujP3aRUWVLXNHU7WY,wrap.near,10326920724417742500000000,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,9e674d8c4f93884de03fc009e2230e32fb11e99832a00de2f0df051e7158f703,30-08-2022
3ajPXkAVcWXNqrZQ3hRQK4YppFtyKDiDfVXm2zqGtjuu,wrap.near,100000000000000000000000000,aurora,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
4fcyRav3HmbtN8a4kuvuyB5LV1oCdYeXA5pBxYc18XJC,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,672130054,wrap.near,tylertran.near,30-08-2022
Bbga9qpMzaLthbgYAVHznkDyziCW4Nggf5V753jmnidU,wrap.near,115440115440115440115440115,aurora,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
Hi5M2fGChqLURTc5dbjPCfX9CRMRAE9M9xXuHSSZRDMV,wrap.near,15148474907782713264046080,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,traderics_two.near,30-08-2022
3rqrSX35vETCQ9Wrdx9Tat1hjLmtMZT7P2cA2vr6kYeT,token.v2.ref-finance.near,435532726135467589417,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,783ae3ab8d6b0314ccff0c7b21914800fb62e75d8a20ec1b7e89cc37d8f782a4,30-08-2022
3p9jxpj89piu4BjMo1GDf7Mt9Y2GsD9mSbuTqVrECjdY,token.v2.ref-finance.near,292437269839726224609,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,3ca104db88eca30ab9a91c47148efe81e855d6793cabf3dec702e9796adba9e4,30-08-2022
8JydaJ5ftHLkbTShWEoUbeyqLF8FqMpBdviNKD8doe5A,sol.token.a11bd.near,19840299995000000000000000,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,tylertran.near,30-08-2022
9St18fJdXGC35DQrS4Cd8u2WsbxYP6GKKat62uhFGLYp,usn,916238936244875747890,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,783ae3ab8d6b0314ccff0c7b21914800fb62e75d8a20ec1b7e89cc37d8f782a4,30-08-2022
DkCM8QbdRYGWgTj1ZQ25eh1PPuVLu3hMsgpbgFQ1U5Z8,wrap.near,15660808831196413500000000,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,9e674d8c4f93884de03fc009e2230e32fb11e99832a00de2f0df051e7158f703,30-08-2022
CepWTbPbR8mRLs9HtW2EpAmr8E57sWVt2eMhzS3DvL76,token.v2.ref-finance.near,6867405147181071290540,wrap.near,raoji.near,30-08-2022
4jPC6tay8wQ8NdPScVXG4n4jzxSZzE8TZPNEHq4c8zBq,wrap.near,122802793161569949434143992,aurora,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
FBaJwXjombPHaWLiazxZze2C4T41tPFn19ZjaNQzmC2x,wrap.near,21124277043271845000000000,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,22cbf9172b7207e2e68321cccccaea12df30dff16e741892ca159736ec5bb9b0,30-08-2022
5fVfgRvNbE7KSGavFMkkobBY6aWieMaGVi3fwv49HvXM,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,605514,wrap.near,boobs.zudwa.near,30-08-2022
TCHGMGdaErsSvp9pBEq2ekus7mg1EyCBMVknXqXRLLJ,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,621207,wrap.near,resetme.near,30-08-2022
7unEuBELjf7VXuSABpyt19CMDkBfTGBxsbUqJoGmw4mm,dbio.near,5984799999999998951424,wrap.near,paypass.near,30-08-2022
5J3P6EBiGDKFMYs8FsdZpTUcdmuxoed33oHywjSwnUjT,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,585960,wrap.near,boobs.zudwa.near,30-08-2022
6KR3UcFRXmwKvUKtqtrjChNHtQtPLt4JusoQZ5MACxEe,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,621013,wrap.near,resetme.near,30-08-2022
9jfA6aX4BLai2c8S9VWgutHBkLbchHmdsNRffwURJhs2,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,22000000,wrap.near,thinbeefslices.near,30-08-2022
51nXHBw1MvdHpeV6hAbAbKJbNVrLbJuMr5eTQasUwG1c,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,605365,wrap.near,boobs.zudwa.near,30-08-2022
8xaszm9kzYzRufWpHhN5k5qSdpYeyCz8EL1xF82eUAYy,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,620816,wrap.near,resetme.near,30-08-2022
BxqSfpgm18KBSj3xPMrLScyLPRu3Yipyj3Jxv7d8cmxV,token.paras.near,455400000000000000000,wrap.near,paypass.near,30-08-2022
CQWeHE1FKFfHHfHd7t6GV9Rg4zbSuKpn79kTHnJ7T3gh,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,1208976,wrap.near,boobs.zudwa.near,30-08-2022
D1WuAi1ttKSrWjUq4XGEX29ZLVwgpAUjsRFCAoExGGRJ,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,620522,wrap.near,resetme.near,30-08-2022
5cidxkigMQpgT7g2cGgh4c7SuT4ksKA4hKCp3oWqbr8Z,token.paras.near,270000000000000000000,wrap.near,paypass.near,30-08-2022
D6QtQKurFh393SqoRwW2oyRQrRKcEm849kozrcGBYKt5,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,593715,wrap.near,boobs.zudwa.near,30-08-2022
DjWVJGKLrjShgri9WKusfCGhbjxochFSftpcuiCgWWDF,9aeb50f542050172359a0e1a25a9933bc8c01259.factory.bridge.near,967700000000,wrap.near,buan.near,30-08-2022
4ciqsSCRfwoe1d9JfzGrFEqQz2ysieUk8hnywiZ2cn7z,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,619229997,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
7MarmDiCWNni3V97eYRdWaJQzE4VMka4amhvq63QQFiH,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,618780392,wrap.near,d53d7b922cecaec8148b1c8b030fb6d78a86b085ed96bf76e152a9c3e46e3a40,30-08-2022
C24B1LFRW1L1G3u224qyXBSXK2u4JE2ia2bfkGimxwXP,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,799920007,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
9BuJdRoNyjRyQCPLJTsFpRjsaCn1VugSPYJJNzNnaGiz,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,1806481,wrap.near,boobs.zudwa.near,30-08-2022
A58UP8aKNXUzBrbQzkw66NKBZVN5vxvs4DPXbED13wbH,aurora,297408120000546370,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
C5qPCEYqMr2csa92cAJtce1aea8tT2G39oJqcz7eCH5f,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,1440000000,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
5sf8azfvgYRwMbf169fmyBXDnnnCPjnJVfRtZrQYizFJ,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,889911008,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
6a45MPbpot86rnndhYRUYcGe3yNQwUTyDT5iakQh2o6g,aaaaaa20d9e0e2461697782ef11675f668207961.factory.bridge.near,89999999999999999999,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,whaith10.near,30-08-2022
2743TMFVTTCfU92fDKqFNRgLept8wMBmrrAPNVXC3yUT,aaaaaa20d9e0e2461697782ef11675f668207961.factory.bridge.near,160000000000000000000,wrap.near,farruh.near,30-08-2022
GSdpKyaKmnYsyhuSbVz27bruu4F4PW4fGks6BrTHzSeU,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,600000,wrap.near,frankbelezza.near,30-08-2022
DK1oihMTK4T4kUmu9mBcSaysHHZod1N4ZfqPP6JJbxNB,9aeb50f542050172359a0e1a25a9933bc8c01259.factory.bridge.near,7010600000,wrap.near,bety.near,30-08-2022
BWQthTts1FWmES8EHUuhcWzNuCFj7in8VbNaab4cy6uQ,usn,22362131847732557926,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,777i.near,30-08-2022
8CcKU7HHhtEPQZ2PVbjxyyG5DWQzAoq2avrSwQ3AhMh8,token.v2.ref-finance.near,1690674039657321000000,wrap.near,one-one.near,30-08-2022
5Toc5YNZjp3dbWhVx4XErCazud7ftqkZcGtuQJe4ygZK,wrap.near,2492000000000000000000000000,token.v2.ref-finance.near,fuliyebianhuan.near,30-08-2022
hAUtX2KUEVMm5pqQhm4uxzNE1EFTjSZWyosEEk4qnAz,token.v2.ref-finance.near,6144918933518159133,wrap.near,2dabbcd0121ca5fe70dd7d26b8416b4a395a38d8f8d802c707b32f6fa933dce3,30-08-2022
9sH6UvfihntLpziaeKWxESeEht9qENvsLfFHQSzfdyNT,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,20000000,wrap.near,traderics_two.near,30-08-2022
9K29pHUnpHcJ19NxFCTWNzrgbHbd2Z5UWhyG3CF4VMnj,wrap.near,84921449000536460000000000,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,stevenlwk.near,30-08-2022
6SQHtuhnRgGzTH3hm1fuM6XS2axVGTEWbcrouEQhvRpN,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,2130000,wrap.near,frankbelezza.near,30-08-2022
7B4WusEN84sY4hz8xhj7v2nRbAUDxkiTfkjNDd2APkWX,token.burrow.near,1935661487698511476107,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,777i.near,30-08-2022
2P1MErfCL8D3yAjjCunAVxBEhVS5haBiuELSZ4yKEYMT,wrap.near,36267528092360900000000000,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,sourdeeezle.near,30-08-2022
12UuT1h8QQAnbD7RVB4eG1vu3jUyNmC4ykNXM7U7GpP9,wrap.near,1000000000000000000000000000,token.v2.ref-finance.near,nearmylife.near,30-08-2022
FyirVKr6Vm3mpWau6UGmrMdNmBgfJpJVi9aBXRRFxvuX,wrap.near,23300000000000000000000000,token.v2.ref-finance.near,jreive.near,30-08-2022
GLwEH644ngD3qtPftVVZn2VfLbBFeWntdD4QNdPp6wzL,wrap.near,112551994127722045510154147,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
EAJGEYUxNbn87F7CEBrKsmLZhCLg6zvbPKn1EwhfkJin,wrap.near,347273171924675959892394228,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
7K2MGbcVmFLwQt98sguravumSj6ricNubiCaHf72tXt9,token.v2.ref-finance.near,7014704904820963811,a0b86991c6218b36c1d19d4a2e9eb0ce3606eb48.factory.bridge.near,frankbelezza.near,30-08-2022
AffKWZUHYE2vuhyrxMqHAUqEtKEyNo1MC9KEP9yxHap1,dac17f958d2ee523a2206206994597c13d831ec7.factory.bridge.near,20000000,wrap.near,traderics_two.near,30-08-2022
35Pda6SLSCrFuV3mg2WeaMsSYwX8drugGCgHVQtJLMDn,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,1193148,wrap.near,boobs.zudwa.near,30-08-2022
7FQxBfhrcQZqhzxvLijtrUyR6VsMUVomBFnjmHb5qJDT,wrap.near,9656920177703616000000000,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,22cbf9172b7207e2e68321cccccaea12df30dff16e741892ca159736ec5bb9b0,30-08-2022
38XMESs9yDnUHbTgtE23LSNYq5AdQv3N8ebBHvRCWS2X,2260fac5e5542a773aa44fbcfedf7c193bc2c599.factory.bridge.near,619763,wrap.near,resetme.near,30-08-2022
8umhSwb4u1LpYZvDX69RMmFWvnYjddUg7FzrMwWaxX3o,f5cfbc74057c610c8ef151a439252680ac68c6dc.factory.bridge.near,107325000000000000000,wrap.near,jreive.near,30-08-2022
5BHGqdp75DEnYVVcpitsmKnh1Ctv57yu9Xzd9qo3CgxS,aurora,296957139999907184,wrap.near,7c5206b1b75b8787420b09d8697e08180cdf896c5fcf15f6afbf5f33fcc3cf72,30-08-2022
